词语,拼音,频序号
吸气,xīqì,27788
悉数,xīshù,15795
西门,xīmén,21013
吸取,xīqǔ,6278
悉听尊便,xītīngzūnbiàn,48233
西面,xīmiàn,18744
吸热,xīrè,33802
悉心,xīxīn,15796
西南,xīnán,3411
吸入,xīrù,17263
淅沥,xīlì,36904
西宁,xīníng,7246
吸湿,xīshī,41276
淅淅,xīxī,41512
西欧,xīōu,8206
吸食,xīshí,25139
淅淅沥沥,xīxīlìlì,29240
西皮,xīpí,36903
吸收,xīshōu,2126
惜败,xībài,26857
西晒,xīshài,52766
吸水,xīshuǐ,23547
惜别,xībié,29678
西施,xīshī,21927
吸水性,xīshuǐxìng,45523
惜贷,xīdài,33219
西式,xīshì,20746
吸吮,xīshǔn,26942
惜老怜贫,xīlǎoliánpín,55304
西天,xītiān,21734
吸铁石,xītiěshí,50001
惜力,xīlì,49639
西头,xītóu,26856
吸血鬼,xīxuèguǐ,42952
惜墨如金,xīmòrújīn,51911
西王母,xīwángmǔ,33519
吸烟,xīyān,7063
惜售,xīshòu,45818
西魏,xīwèi,38167
吸氧,xīyǎng,36739
稀,xī,6753
西文,xīwén,30878
吸引,xīyǐn,1393
稀巴烂,xībālàn,44685
西夏,xīxià,14119
吸引力,xīyǐnlì,5788
稀薄,xībó,18745
西学,xīxué,31200
希冀,xījì,18012
稀饭,xīfàn,17557
西亚,xīyà,11113
希腊,xīlà,4424
稀罕,xīhan,14076
西洋,xīyáng,6814
希求,xīqiú,39569
稀客,xīkè,35947
西洋画,xīyánghuà,32362
希图,xītú,34310
稀烂,xīlàn,32125
西洋景,xīyángjǐng,43445
希望,xīwàng,209
稀里糊涂,xīlihútú,25063
西洋参,xīyángshēn,43206
希望工程,xīwànggōngchéng,12753
稀里哗啦,xīlihuālā,38544
西药,xīyào,20635
稀溜溜,xīliūliū,52768
西医,xīyī,14836
昔年,xīnián,41277
稀落,xīluò,36905
西域,xīyù,11735
昔日,xīrì,4994
稀泥,xīní,30213
西元,xīyuán,52341
析出,xīchū,29557
稀奇,xīqí,16841
西乐,xīyuè,53233
析疑,xīyí,54241
稀奇古怪,xīqígǔguài,29279
西藏,xīzàng,2070
矽肺,xīfèi,45524
稀缺,xīquē,19847
西周,xīzhōu,19334
唏嘘,xīxū,20599
稀少,xīshǎo,12825
西装,xīzhuāng,9247
牺牲,xīshēng,1973
稀世,xīshì,31781
西装革履,xīzhuānggélǚ,27448
牺牲品,xīshēngpǐn,20162
稀释,xīshì,20513
西子,xīzǐ,38939
息,xī,5184
稀疏,xīshū,14775
吸,xī,2831
息兵,xībīng,46102
稀松,xīsōng,36906
吸尘器,xīchénqì,37257
息肩,xījiān,49638
稀稀拉拉,xīxilālā,30424
吸储,xīchǔ,37327
息怒,xīnù,34466
稀有,xīyǒu,18408
稀有金属,xīyǒujīnshǔ,40628
习惯法,xíguànfǎ,41278
洗劫,xǐjié,30986
稀粥,xīzhōu,32126
习惯性,xíguànxìng,23868
洗礼,xǐlǐ,12094
翕动,xīdòng,34311
习惯于,xíguànyú,11399
洗练,xǐliàn,37799
犀角,xījiǎo,49640
习好,xíhào,52770
洗煤,xǐméi,40630
犀利,xīlì,20600
习见,xíjiàn,37979
洗面奶,xǐmiànnǎi,48550
犀牛,xīniú,32765
习气,xíqì,17419
洗牌,xǐpái,30879
锡,xī,13765
习染,xírǎn,52342
洗钱,xǐqián,13062
锡伯族,xībózú,47302
习尚,xíshàng,47917
洗染,xǐrǎn,46415
锡箔,xībó,45220
习俗,xísú,7849
洗染店,xǐrǎndiàn,56605
锡剧,xījù,50362
习题,xítí,28360
洗手,xǐshǒu,14348
锡矿,xīkuàng,39141
习武,xíwǔ,24340
洗手不干,xǐshǒubùgàn,43717
锡器,xīqì,53234
习习,xíxí,25869
洗手间,xǐshǒujiān,25064
锡纸,xīzhǐ,45525
习性,xíxìng,14415
洗漱,xǐshù,25329
溪,xī,6443
习以为常,xíyǐwéicháng,18537
洗刷,xǐshuā,17677
溪涧,xījiàn,40629
习艺,xíyì,44935
洗涮,xǐshuàn,41968
溪流,xīliú,17676
习用,xíyòng,45819
洗烫,xǐtàng,53235
溪水,xīshuǐ,15797
习字,xízì,43716
洗碗机,xǐwǎnjī,43718
熙来攘往,xīláirǎngwǎng,37623
习作,xízuò,24031
洗心革面,xǐxīngémiàn,39577
熙熙攘攘,xīxīrǎngrǎng,17184
席,xí,3138
洗雪,xǐxuě,43446
蜥蜴,xīyì,28359
席次,xícì,44686
洗衣板,xǐyībǎn,53236
熄,xī,12557
席地而坐,xídì'érzuò,29367
洗衣店,xǐyīdiàn,35630
熄灯,xīdēng,25395
席间,xíjiān,19523
洗衣粉,xǐyīfěn,22214
熄火,xīhuǒ,28707
席卷,xíjuǎn,14306
洗衣机,xǐyījī,10617
熄灭,xīmiè,11931
席梦思,xímèngsī,33286
洗印,xǐyìn,41279
嘻,xī,20226
席面,xímiàn,37980
洗浴,xǐyù,22531
嘻闹,xīnào,48890
席棚,xípéng,35201
洗冤,xǐyuān,52343
嘻嘻哈哈,xīxīhāhā,18096
席位,xíwèi,9254
洗澡,xǐzǎo,7229
嘻笑,xīxiào,28614
席子,xízi,22164
洗濯,xǐzhuó,47303
膝,xī,8794
袭,xí,4875
铣床,xǐchuáng,39578
膝盖,xīgài,10068
袭击,xíjī,2614
铣工,xǐgōng,45526
膝关节,xīguānjié,35200
袭来,xílái,13491
喜,xǐ,1874
膝下,xīxià,28123
袭取,xíqǔ,37798
喜爱,xǐ'ài,3489
嬉闹,xīnào,34733
袭扰,xírǎo,34312
喜报,xǐbào,29558
嬉皮士,xīpíshì,51490
袭用,xíyòng,41729
喜不自禁,xǐbùzìjīn,34600
嬉皮笑脸,xīpíxiàoliǎn,37429
媳妇,xífù,3356
喜出望外,xǐchūwàngwài,14646
嬉耍,xīshuǎ,55752
檄文,xíwén,24341
喜从天降,xǐcóngtiānjiàng,45221
嬉戏,xīxì,15260
洗,xǐ,1409
喜好,xǐhào,21056
嬉笑,xīxiào,25507
洗白,xǐbái,31882
喜欢,xǐhuan,771
嬉笑怒骂,xīxiàonùmà,43715
洗尘,xǐchén,36090
喜结良缘,xǐjiéliángyuán,37981
嬉游,xīyóu,51491
洗涤,xǐdí,14818
喜酒,xǐjiǔ,21880
熹微,xīwēi,40406
洗涤剂,xǐdíjì,28191
喜剧,xǐjù,8583
蹊径,xījìng,29072
洗涤灵,xǐdílíng,55753
喜剧片,xǐjùpiàn,39344
蟋蟀,xīshuài,16786
洗耳恭听,xǐ'ěrgōngtīng,38340
喜乐,xǐlè,40632
习,xí,7766
洗发水,xǐfàshuǐ,42205
喜联,xǐlián,51110
习得,xídé,34599
洗发剂,xǐfàjì,55754
喜眉笑眼,xǐméixiàoyǎn,54761
习惯,xíguàn,1023
洗发精,xǐfàjīng,54242
喜娘,xǐniáng,55305
喜怒哀乐,xǐnùāilè,18269
戏曲界,xìqǔjiè,40208
细溜溜,xìliūliū,55756
喜怒无常,xǐnùwúcháng,40856
戏曲片,xìqǔpiàn,50363
细流,xìliú,35382
喜气,xǐqì,20980
戏耍,xìshuǎ,38724
细毛,xìmáo,31889
喜气洋洋,xǐqìyángyáng,15622
戏水,xìshuǐ,39980
细密,xìmì,21598
喜钱,xǐqián,52771
戏说,xìshuō,20981
细目,xìmù,44936
喜庆,xǐqìng,7599
戏台,xìtái,12851
细嫩,xìnèn,26360
喜鹊,xǐquè,17141
戏文,xìwén,23496
细腻,xìnì,9195
喜人,xǐrén,10012
戏侮,xìwǔ,55755
细皮嫩肉,xìpínènròu,43208
喜丧,xǐsāng,52772
戏校,xìxiào,34171
细巧,xìqiǎo,45820
喜色,xǐsè,24085
戏谑,xìxuè,24859
细情,xìqíng,35366
喜上眉梢,xǐshàngméishāo,32363
戏言,xìyán,27300
细柔,xìróu,49645
喜事,xǐshì,10345
戏衣,xìyī,55306
细软,xìruǎn,27379
喜糖,xǐtáng,35365
戏园子,xìyuánzi,27789
细润,xìrùn,50003
喜帖,xǐtiě,49641
戏院,xìyuàn,15474
细弱,xìruò,37258
喜闻乐见,xǐwénlèjiàn,11053
戏装,xìzhuāng,38546
细纱,xìshā,38725
喜笑颜开,xǐxiàoyánkāi,26652
戏子,xìzi,19743
细声细气,xìshēngxìqì,39981
喜新厌旧,xǐxīnyànjiù,35036
系,xì,1532
细水长流,xìshuǐchángliú,39763
喜信,xǐxìn,40634
系列,xìliè,1822
细说,xìshuō,19017
喜形于色,xǐxíngyúsè,27299
系列化,xìlièhuà,23869
细碎,xìsuì,21450
喜讯,xǐxùn,12131
系列片,xìlièpiàn,28974
细挑,xìtiao,53748
喜筵,xǐyán,49642
系铃人,xìlíngrén,40857
细微,xìwēi,11515
喜洋洋,xǐyángyáng,36244
系念,xìniàn,43207
细问,xìwèn,27301
喜盈门,xǐyíngmén,53237
系数,xìshù,7925
细小,xìxiǎo,12366
喜盈盈,xǐyíngyíng,49643
系统,xìtǒng,784
细心,xìxīn,7628
喜雨,xǐyǔ,48551
系统工程,xìtǒnggōngchéng,7073
细腰,xìyāo,29280
喜悦,xǐyuè,4984
系统化,xìtǒnghuà,19848
细腰蜂,xìyāofēng,47918
喜幛,xǐzhàng,51912
系统性,xìtǒngxìng,14795
细雨,xìyǔ,10828
喜滋滋,xǐzīzī,27870
细,xì,1535
细语,xìyǔ,23433
戏,xì,1166
细胞,xìbāo,2996
细则,xìzé,8256
戏班,xìbān,31412
细布,xìbù,48235
细账,xìzhàng,34601
戏本,xìběn,51492
细菜,xìcài,50002
细枝末节,xìzhīmòjié,35512
戏称,xìchēng,18384
细长,xìcháng,13842
细致,xìzhì,4511
戏词,xìcí,38545
细瓷,xìcí,44687
隙地,xìdì,41730
戏单,xìdān,54762
细点,xìdiǎn,48236
隙缝,xìfèng,43447
戏法,xìfǎ,27614
细高挑儿,xìgāotiǎor,53238
虾,xiā,6793
戏服,xìfú,52775
细工,xìgōng,51493
虾兵蟹将,xiābīngxièjiàng,54763
戏剧,xìjù,1837
细故,xìgù,53239
虾酱,xiājiàng,54765
戏剧性,xìjùxìng,13906
细化,xìhuà,10069
虾米,xiāmi,30987
戏楼,xìlóu,28615
细活儿,xìhuór,46999
虾皮,xiāpí,51111
戏路,xìlù,48234
细嚼慢咽,xìjiáomànyàn,49261
虾仁,xiārén,33520
戏码,xìmǎ,45222
细节,xìjié,4608
虾子,xiāzǐ,39764
戏迷,xìmí,21644
细究,xìjiū,38940
瞎,xiā,5221
戏弄,xìnòng,20191
细菌,xìjūn,7123
瞎掰,xiābāi,46713
戏票,xìpiào,39142
细菌武器,xìjūnwǔqì,49644
瞎编,xiābiān,36740
戏评,xìpíng,43719
细菌战,xìjūnzhàn,32240
瞎扯,xiāchě,26519
戏曲,xìqǔ,3972
细粮,xìliáng,37624
瞎吹,xiāchuī,40209
瞎话,xiāhuà,31413
下班,xiàbān,6226
下凡,xiàfán,29281
瞎火,xiāhuǒ,39982
下半场,xiàbànchǎng,29073
下饭,xiàfàn,27450
瞎聊,xiāliáo,52776
下半截,xiàbànjié,37625
下方,xiàfāng,15989
瞎忙,xiāmáng,42206
下半年,xiàbànnián,5993
下房,xiàfáng,35037
瞎闹,xiānào,37076
下半旗,xiàbànqí,42438
下放,xiàfàng,8850
瞎说,xiāshuō,15206
下半时,xiàbànshí,17578
下风,xiàfēng,25065
瞎说八道,xiāshuōbādào,52777
下半天,xiàbàntiān,37259
下浮,xiàfú,30427
瞎眼,xiāyǎn,29177
下半夜,xiàbànyè,31664
下岗,xiàgǎng,2464
瞎指挥,xiāzhǐhuī,36245
下半月,xiàbànyuè,44203
下工,xiàgōng,34891
瞎诌,xiāzhōu,53749
下辈,xiàbèi,49647
下功夫,xiàgōngfu,39984
瞎子,xiāzi,14103
下辈子,xiàbèizi,31414
下馆子,xiàguǎnzi,40408
瞎子摸象,xiāzimōxiàng,55307
下本儿,xiàběnr,41731
下跪,xiàguì,19165
匣子,xiázi,13766
下笔,xiàbǐ,19434
下锅,xiàguō,25566
匣子枪,xiáziqiāng,56267
下边,xiàbian,8207
下海,xiàhǎi,13087
侠肝义胆,xiágānyìdǎn,52778
下拨,xiàbō,14525
下颌,xiàhé,20116
侠客,xiákè,33154
下不为例,xiàbùwéilì,33915
下狠心,xiàhěnxīn,38341
侠气,xiáqì,50364
下不来,xiàbulái,27449
下滑,xiàhuá,7935
侠义,xiáyì,33914
下不了台,xiàbuliǎotái,37430
下怀,xiàhuái,36583
狎妓,xiájì,53240
下部,xiàbù,17974
下回,xiàhuí,9207
狎昵,xiánì,50730
下操,xiàcāo,47000
下级,xiàjí,8165
峡,xiá,11634
下策,xiàcè,28535
下集,xiàjí,49262
峡谷,xiágǔ,9365
下层,xiàcéng,12004
下家,xiàjiā,41067
狭,xiá,11566
下场,xiàchǎng,9800
下架,xiàjià,45855
狭隘,xiá'ài,12166
下场门,xiàchǎngmén,53241
下嫁,xiàjià,36091
狭长,xiácháng,19619
下车伊始,xiàchēyīshǐ,54243
下贱,xiàjiàn,19780
狭路相逢,xiálùxiāngféng,32766
下沉,xiàchén,13268
下江,xiàjiāng,40409
狭小,xiáxiǎo,12588
下乘,xiàchéng,49648
下降,xiàjiàng,1568
狭义,xiáyì,14893
下厨,xiàchú,36246
下脚,xiàjiǎo,30214
狭窄,xiázhǎi,8366
下处,xiàchù,52344
下脚料,xiàjiǎoliào,38342
遐迩,xiá'ěr,19620
下船,xiàchuán,22893
下界,xiàjiè,36247
遐迩闻名,xiá'ěrwénmíng,48738
下床,xiàchuáng,15148
下劲,xiàjìn,54766
遐思,xiásī,31536
下垂,xiàchuí,18291
下九流,xiàjiǔliú,49649
遐想,xiáxiǎng,16767
下唇,xiàchún,25942
下酒,xiàjiǔ,27948
瑕不掩瑜,xiábùyǎnyú,49646
下存,xiàcún,55758
下酒菜,xiàjiǔcài,44688
瑕疵,xiácī,30094
下挫,xiàcuò,28124
下卷,xiàjuàn,41068
瑕瑜互见,xiáyúhùjiàn,55757
下达,xiàdá,6386
下决心,xiàjuéxīn,7443
暇时,xiáshí,40407
下大力气,xiàdàlìqi,14416
下课,xiàkè,13400
辖,xiá,8742
下单,xiàdān,13191
下款,xiàkuǎn,43720
辖区,xiáqū,6074
下蛋,xiàdàn,23202
下来,xiàlái,385
辖制,xiázhì,53750
下等,xiàděng,38548
下礼拜,xiàlǐbài,44204
霞,xiá,8324
下地,xiàdì,17236
下里巴人,xiàlǐbārén,43448
霞光,xiáguāng,16477
下跌,xiàdiē,7280
下力,xiàlì,42440
下,xià,41
下毒手,xiàdúshǒu,32000
下联,xiàlián,30760
下巴,xiàba,10183
下端,xiàduān,26017
下列,xiàliè,4601
下巴颏儿,xiàbakēr,36907
下颚,xià'è,39983
下令,xiàlìng,6065
下摆,xiàbǎi,28534
下发,xiàfā,5519
下流,xiàliú,13023
下楼,xiàlóu,8821
下午,xiàwǔ,624
夏粮,xiàliáng,15375
下落,xiàluò,9241
下辖,xiàxiá,21481
夏令,xiàlìng,37626
下落不明,xiàluòbùmíng,19358
下弦,xiàxián,47607
夏令时,xiàlìngshí,53751
下马,xiàmǎ,12453
下限,xiàxiàn,26080
夏令营,xiàlìngyíng,12717
下马威,xiàmǎwēi,32897
下陷,xiàxiàn,33155
夏日,xiàrì,13046
下毛毛雨,xiàmáomaoyǔ,54767
下乡,xiàxiāng,2979
夏收,xiàshōu,18124
下面,xiàmiàn,2209
下泄,xiàxiè,28810
夏天,xiàtiān,3469
下奶,xiànǎi,49650
下泻,xiàxiè,41513
夏娃,xiàwá,24524
下品,xiàpǐn,42207
下星期,xiàxīngqī,32768
夏夜,xiàyè,30537
下聘,xiàpìn,54244
下行,xiàxíng,23305
夏衣,xiàyī,51112
下坡,xiàpō,27949
下学,xiàxué,35513
夏至,xiàzhì,35632
下坡路,xiàpōlù,41280
下旬,xiàxún,6060
夏种,xiàzhòng,38550
下铺,xiàpù,33916
下眼皮,xiàyǎnpí,35038
夏装,xiàzhuāng,41733
下棋,xiàqí,12665
下咽,xiàyàn,33655
罅隙,xiàxì,44937
下潜,xiàqián,44451
下腰,xiàyāo,25870
仙,xiān,4902
下欠,xiàqiàn,56268
下药,xiàyào,41732
仙丹,xiāndān,39985
下情,xiàqíng,27871
下野,xiàyě,26582
仙方,xiānfāng,48237
下去,xiàqù,604
下一步,xiàyībù,6757
仙风道骨,xiānfēngdàogǔ,48552
下人,xiàrén,18355
下一代,xiàyīdài,8611
仙姑,xiāngū,29879
下任,xiàrèn,42953
下议院,xiàyìyuàn,34172
仙鹤,xiānhè,27011
下三烂,xiàsānlàn,56723
下意识,xiàyìshí,10742
仙境,xiānjìng,20192
下山,xiàshān,8440
下游,xiàyóu,6167
仙客来,xiānkèlái,51495
下身,xiàshēn,12852
下雨,xiàyǔ,7267
仙女,xiānnǚ,15757
下渗,xiàshèn,44452
下狱,xiàyù,16278
仙人,xiānrén,18013
下生,xiàshēng,35631
下月,xiàyuè,20396
仙人球,xiānrénqiú,48553
下士,xiàshì,29368
下载,xiàzài,14220
仙人掌,xiānrénzhǎng,19435
下世,xiàshì,41969
下葬,xiàzàng,29559
仙逝,xiānshì,39579
下市,xiàshì,51494
下账,xiàzhàng,55759
仙子,xiānzǐ,29679
下手,xiàshǒu,9652
下肢,xiàzhī,20601
先,xiān,257
下首,xiàshǒu,47606
下中农,xiàzhōngnóng,34734
先辈,xiānbèi,17678
下书,xiàshū,30428
下种,xiàzhǒng,32127
先导,xiāndǎo,11086
下属,xiàshǔ,6168
下周,xiàzhōu,33025
先睹为快,xiāndǔwéikuài,40858
下述,xiàshù,24399
下注,xiàzhù,41281
先发制人,xiānfāzhìrén,15453
下水,xiàshuǐ,8651
下箸,xiàzhù,48891
先锋,xiānfēng,5288
下水,xiàshui,25066
下装,xiàzhuāng,48892
先锋队,xiānfēngduì,9521
下水道,xiàshuǐdào,21287
下坠,xiàzhuì,31201
先父,xiānfù,37627
下塌,xiàtā,50732
下作,xiàzuo,37077
先河,xiānhé,16235
下榻,xiàtà,12294
吓,xià,3907
先后,xiānhòu,1051
下台,xiàtái,10812
吓唬,xiàhu,15042
先见之明,xiānjiànzhīmíng,36248
下台阶,xiàtáijiē,33803
吓人,xiàrén,14021
先进,xiānjìn,920
下套,xiàtào,50010
夏,xià,2581
先决,xiānjué,46416
下调,xiàtiáo,10866
夏播,xiàbō,43967
先觉,xiānjué,35039
下同,xiàtóng,21679
夏布,xiàbù,37982
先来后到,xiānláihòudào,47001
下头,xiàtou,12905
夏初,xiàchū,39345
先礼后兵,xiānlǐhòubīng,48238
下文,xiàwén,11852
夏季,xiàjì,4754
先例,xiānlì,12966
下问,xiàwèn,34892
夏历,xiàlì,45527
先烈,xiānliè,14599
先令,xiānlìng,29560
籼米,xiānmǐ,50005
闲田,xiántián,45822
先民,xiānmín,21971
掀,xiān,9038
闲庭信步,xiántíngxìnbù,34629
先期,xiānqī,12666
掀动,xiāndòng,30096
闲暇,xiánxiá,14819
先前,xiānqián,6441
掀起,xiānqǐ,4829
闲心,xiánxīn,32129
先遣,xiānqiǎn,22060
锨,xiān,19114
闲言碎语,xiányánsuìyǔ,41970
先遣队,xiānqiǎnduì,32128
鲜,xiān,3637
闲逸,xiányì,40635
先秦,xiānqín,20722
鲜卑,xiānbēi,19781
闲员,xiányuán,56270
先驱,xiānqū,13331
鲜果,xiānguǒ,27790
闲云野鹤,xiányúnyěhè,49652
先人,xiānrén,13778
鲜红,xiānhóng,10432
闲杂,xiánzá,40411
先入为主,xiānrùwéizhǔ,35040
鲜花,xiānhuā,3204
闲杂人员,xiánzárényuán,48895
先声夺人,xiānshēngduórén,30095
鲜活,xiānhuó,8648
闲职,xiánzhí,52779
先生,xiānsheng,240
鲜货,xiānhuò,48894
闲置,xiánzhì,9739
先世,xiānshì,46104
鲜丽,xiānlì,46105
贤,xián,4894
先是,xiānshi,5578
鲜亮,xiānliang,24860
贤才,xiáncái,37984
先天,xiāntiān,13948
鲜绿,xiānlǜ,49264
贤臣,xiánchén,40636
先天不足,xiāntiānbùzú,23337
鲜美,xiānměi,20227
贤达,xiándá,37628
先天性,xiāntiānxìng,18828
鲜明,xiānmíng,2803
贤德,xiándé,43449
先头,xiāntóu,23929
鲜嫩,xiānnèn,21237
贤弟,xiándì,37431
先贤,xiānxián,21972
鲜啤,xiānpí,56676
贤惠,xiánhuì,28125
先行,xiānxíng,5900
鲜肉,xiānròu,25798
贤良,xiánliáng,28708
先行官,xiānxíngguān,45821
鲜润,xiānrùn,49651
贤明,xiánmíng,34735
先行先试,xiānxíngxiānshì,19956
鲜血,xiānxuè,7197
贤内助,xiánnèizhù,35800
先行者,xiānxíngzhě,20684
鲜艳,xiānyàn,8357
贤能,xiánnéng,40859
先意承志,xiānyìchéngzhì,54768
闲,xián,4344
贤妻良母,xiánqīliángmǔ,31665
先斩后奏,xiānzhǎnhòuzòu,38941
闲步,xiánbù,43209
贤人,xiánrén,31666
先兆,xiānzhào,31415
闲扯,xiánchě,32507
贤士,xiánshì,43210
先哲,xiānzhé,29369
闲愁,xiánchóu,47608
贤淑,xiánshū,38169
先知,xiānzhī,23769
闲荡,xiándàng,49265
贤哲,xiánzhé,50733
先知先觉,xiānzhīxiānjué,37800
闲饭,xiánfàn,37983
弦,xián,6930
先祖,xiānzǔ,28975
闲工夫,xiángōngfu,35948
弦歌,xiángē,40637
纤尘,xiānchén,39346
闲逛,xiánguàng,24469
弦索,xiánsuǒ,45823
纤毫,xiānháo,48893
闲话,xiánhuà,8916
弦外之音,xiánwàizhīyīn,32634
纤毛,xiānmáo,42954
闲居,xiánjū,34894
弦乐,xiányuè,34314
纤巧,xiānqiǎo,33917
闲空,xiánkòng,38168
弦乐队,xiányuèduì,55760
纤柔,xiānróu,51496
闲聊,xiánliáo,17789
弦乐器,xiányuèqì,51913
纤弱,xiānruò,33287
闲篇,xiánpiān,50006
弦子,xiánzi,30761
纤瘦,xiānshòu,48239
闲气,xiánqì,36092
咸,xián,8470
纤维,xiānwéi,6748
闲钱,xiánqián,40410
咸菜,xiáncài,17310
纤维板,xiānwéibǎn,47304
闲情,xiánqíng,27154
咸淡,xiándàn,46106
纤维瘤,xiānwéiliú,50365
闲情逸致,xiánqíngyìzhì,38343
咸肉,xiánròu,46714
纤维素,xiānwéisù,27153
闲人,xiánrén,17005
咸水湖,xiánshuǐhú,50366
纤细,xiānxì,17579
闲散,xiánsǎn,18861
咸盐,xiányán,51914
纤纤,xiānxiān,34893
闲事,xiánshì,21645
咸鱼,xiányú,38344
纤小,xiānxiǎo,49263
闲适,xiánshì,26081
涎皮赖脸,xiánpílàiliǎn,55308
纤秀,xiānxiù,50004
闲书,xiánshū,31305
涎水,xiánshuǐ,35633
籼稻,xiāndào,34313
闲谈,xiántán,12950
涎着脸,xiánzheliǎn,42441
娴静,xiánjìng,34895
显学,xiǎnxué,46107
县长,xiànzhǎng,4005
娴熟,xiánshú,16768
显眼,xiǎnyǎn,14978
县志,xiànzhì,26361
娴雅,xiányǎ,44453
显要,xiǎnyào,31203
县治,xiànzhì,51115
衔,xián,8428
显耀,xiǎnyào,51113
现,xiàn,1175
衔恨,xiánhèn,41971
显影,xiǎnyǐng,43211
现场,xiànchǎng,1713
衔接,xiánjiē,6994
显著,xiǎnzhù,1884
现场会,xiànchǎnghuì,13796
衔命,xiánmìng,51497
险,xiǎn,3749
现钞,xiànchāo,22669
衔冤,xiányuān,54245
险隘,xiǎn'ài,52345
现成,xiànchéng,9449
舷,xián,24861
险地,xiǎndì,51498
现成饭,xiànchéngfàn,54246
舷窗,xiánchuāng,33404
险毒,xiǎndú,51114
现丑,xiànchǒu,56273
舷梯,xiántī,21556
险恶,xiǎn'è,12693
现出,xiànchū,9113
嫌,xián,3435
险峰,xiǎnfēng,34058
现存,xiàncún,9765
嫌烦,xiánfán,41514
险固,xiǎngù,47919
现大洋,xiàndàyáng,42443
嫌犯,xiánfàn,7182
险关,xiǎnguān,46716
现代,xiàndài,418
嫌弃,xiánqì,20747
险境,xiǎnjìng,25723
现代化,xiàndàihuà,1058
嫌恶,xiánwù,31202
险局,xiǎnjú,56271
现代派,xiàndàipài,17945
嫌隙,xiánxì,36093
险峻,xiǎnjùn,22215
现代舞,xiàndàiwǔ,24470
嫌疑,xiányí,9591
险棋,xiǎnqí,44206
现代戏,xiàndàixì,17975
嫌疑犯,xiányífàn,20748
险峭,xiǎnqiào,56272
现房,xiànfáng,47610
嫌疑人,xiányírén,4789
险情,xiǎnqíng,12095
现汇,xiànhuì,34315
显,xiǎn,2622
险胜,xiǎnshèng,17288
现货,xiànhuò,23101
显摆,xiǎnbai,25399
险滩,xiǎntān,29561
现价,xiànjià,37629
显出,xiǎnchū,5757
险象,xiǎnxiàng,49267
现今,xiànjīn,10262
显达,xiǎndá,41069
险象环生,xiǎnxiànghuánshēng,34468
现金,xiànjīn,4376
显得,xiǎnde,1118
现款,xiànkuǎn,24525
显而易见,xiǎn'éryìjiàn,12306
险些,xiǎnxiē,13686
现况,xiànkuàng,48896
显贵,xiǎnguì,31782
险要,xiǎnyào,22216
现买,xiànmǎi,46718
显赫,xiǎnhè,16631
险遭,xiǎnzāo,42442
现卖,xiànmài,46417
显豁,xiǎnhuò,52780
险诈,xiǎnzhà,51499
现年,xiànnián,13889
显见,xiǎnjiàn,30097
险种,xiǎnzhǒng,17640
现钱,xiànqián,23000
显灵,xiǎnlíng,36094
险阻,xiǎnzǔ,28536
现任,xiànrèn,6099
显露,xiǎnlù,9653
鲜,xiǎn,22035
现身说法,xiànshēnshuōfǎ,19850
显明,xiǎnmíng,25067
鲜见,xiǎnjiàn,20856
现时,xiànshí,15355
显能,xiǎnnéng,55761
鲜为人知,xiǎnwéirénzhī,18674
现实,xiànshí,565
显然,xiǎnrán,1510
鲜有,xiǎnyǒu,24794
现实性,xiànshíxìng,19237
显身手,xiǎnshēnshǒu,19849
苋菜,xiàncài,45824
现实主义,xiànshízhǔyì,7241
