词语		频序号
稗草		47362
帮倒忙		47363
包场		47364
保温杯		47365
悲啼		47366
北方话		47367
备品		47368
庇佑		47369
波谱		47370
播扬		47371
不知就里		47372
苍郁		47373
糙米		47374
柴垛		47375
谄笑		47376
长袖善舞		47377
唱盘		47378
抄报		47379
炒汇		47380
沉冤		47381
持球		47382
冲程		47383
冲抵		47384
冲销		47385
冲澡		47386
重檐		47387
处理品		47388
触痛		47389
穿孝		47390
垂吊		47391
词源		47392
丛山		47393
粗粝		47394
崔嵬		47395
打点滴		47396
打桩机		47397
大本		47398
大放厥词		47399
大姑子		47400
代培		47401
蛋清		47402
导购		47403
灯管		47404
点炮		47405
点穴		47406
电子秤		47407
电钻		47408
刁钻古怪		47409
钓鱼竿		47410
调职		47411
丁零		47412
东挪西借		47413
东乡族		47414
动迁户		47415
陡直		47416
对味儿		47417
垛口		47418
腭裂		47419
二拇指		47420
发水		47421
发胶		47422
发妻		47423
翻沉		47424
防化兵		47425
防空壕		47426
防疫针		47427
飞弹		47428
飞舟		47429
分列式		47430
奉若神明		47431
拂尘		47432
服膺		47433
俘敌		47434
杠头		47435
高栏		47436
高视阔步		47437
膏血		47438
膏腴		47439
歌诀		47440
隔房		47441
工巧		47442
公之于世		47443
共居		47444
够受的		47445
刮刀		47446
寡淡		47447
灌酒		47448
光杆儿		47449
广播台		47450
鬼主意		47451
柜房		47452
滚翻		47453
哈雷彗星		47454
旱鸭子		47455
杭育		47456
核桃仁儿		47457
黑材料		47458
横心		47459
红杏出墙		47460
红颜薄命		47461
哄闹		47462
后儿		47463
后周		47464
画具		47465
宦海		47466
换脑筋		47467
荒疏		47468
黄表纸		47469
灰头土脸		47470
回绕		47471
汇展		47472
火辣		47473
火网		47474
鸡瘟		47475
记认		47476
加湿器		47477
歼击		47478
减震器		47479
见风使舵		47480
健步如飞		47481
腱		47482
鉴戒		47483
胶着		47484
缴款		47485
接茬儿		47486
界说		47487
借东风		47488
浸蚀		47489
经卷		47490
惊觉		47491
竟至		47492
境域		47493
九牛二虎之力		47494
酒具		47495
居处		47496
橘红		47497
剧评		47498
卷帙浩繁		47499
均沾		47500
哭腔		47501
苦肉计		47502
块垒		47503
快手		47504
宽畅		47505
宽待		47506
矿场		47507
老虎凳		47508
老虎机		47509
老少咸宜		47510
老顽固		47511
泪腺		47512
冷兵器		47513
两重天		47514
聊天室		47515
羚牛		47516
芦荡		47517
屡试不爽		47518
略胜一筹		47519
萝卜花		47520
落地灯		47521
落第		47522
卖劲		47523
漫说		47524
冒泡		47525
米黄		47526
密级		47527
名满天下		47528
明瓦		47529
螟蛉		47530
男乒		47531
闹新房		47532
内急		47533
内景		47534
内秀		47535
尼龙网		47536
泥胎		47537
泥瓦工		47538
拟古		47539
尿酸		47540
凝目		47541
女公子		47542
排练场		47543
派活儿		47544
判罪		47545
跑鞋		47546
喷管		47547
聘金		47548
凭单		47549
萍踪		47550
铺筑		47551
气窗		47552
弃暗投明		47553
墙垣		47554
亲子鉴定		47555
青出于蓝		47556
青饲料		47557
青云直上		47558
穷棒子		47559
祛风		47560
取之不尽，用之不竭		47561
全份		47562
群众关系		47563
仁义之师		47564
日薄西山		47565
软包装		47566
润笔		47567
腮腺		47568
塞翁失马		47569
杀人不见血		47570
山盟海誓		47571
善忘		47572
商业界		47573
韶华		47574
少林拳		47575
神算		47576
审度		47577
生死观		47578
试听		47579
手紧		47580
手下败将		47581
受洗		47582
数九		47583
耍花招儿		47584
塑封		47585
烫头		47586
特护		47587
特准		47588
誊清		47589
提灌		47590
替考		47591
嚏喷		47592
田坎		47593
甜味剂		47594
铜管乐		47595
痛风		47596
透底		47597
退赃		47598
瓦当		47599
网管		47600
魏碑		47601
温故知新		47602
文武全才		47603
文竹		47604
五马分尸		47605
下首		47606
下弦		47607
闲愁		47608
显圣		47609
现房		47610
消食		47611
销纳		47612
销行		47613
小萝卜		47614
小写		47615
孝悌		47616
协奏		47617
谢忱		47618
形影相吊		47619
绪论		47620
学习机		47621
训词		47622
徇情		47623
盐工		47624
盐矿		47625
眼高手低		47626
验明正身		47627
邀赏		47628
要账		47629
夜场		47630
一闪念		47631
一张一弛		47632
依顺		47633
仪态万方		47634
异趣		47635
银狐		47636
颖悟		47637
悠悠忽忽		47638
悠游		47639
油光水滑		47640
油毛毡		47641
迂缓		47642
余音绕梁		47643
愚人节		47644
玉佩		47645
裕如		47646
冤孽		47647
远途		47648
月令		47649
栽秧		47650
宰人		47651
在聘		47652
折皱		47653
枕戈待旦		47654
争名夺利		47655
正字		47656
证婚		47657
脂膏		47658
志哀		47659
众口难调		47660
周波		47661
竹席		47662
注音字母		47663
转圈子		47664
壮阳		47665
追根究底		47666
紫云英		47667
自馁		47668
自行火炮		47669
钻杆		47670
嘴直		47671
坐商		47672
挨肩儿		47673
安贫乐道		47674
暗房		47675
暗泣		47676
百思不解		47677
拜客		47678
板擦儿		47679
板条		47680
包换		47681
保险期		47682
保育院		47683
爆肚儿		47684
卑躬屈膝		47685
倍率		47686
鼻窦炎		47687
比及		47688
贬官		47689
表决器		47690
表盘		47691
玻璃丝		47692
不胜其烦		47693
才疏学浅		47694
采茶戏		47695
闪离		47696
采择		47697
蚕子		47698
草垫子		47699
柴鸡		47700
馋猫		47701
厂纪		47702
伛偻		47703
唱诗班		47704
车份儿		47705
裸退		47706
成寐		47707
把晤		47708
吃荤		47709
驰誉		47710
重温旧梦		47711
愁人		47712
筹商		47713
出气筒		47714
出赛		47715
触类旁通		47716
传译		47717
床子		47718
捶击		47719
次等		47720
刺字		47721
粗哑		47722
挫子		47723
打拱		47724
打击乐器		47725
大端		47726
待建		47727
单弱		47728
单行线		47729
弹痕		47730
刀马旦		47731
电瓶车		47732
形销骨立		47733
垫肩		47734
奠基石		47735
顶呱呱		47736
拒聘		47737
顶针		47738
冬烘		47739
笃实		47740
踱方步		47741
再生稻		47742
发糕		47743
发困		47744
发薪		47745
反方		47746
反骨		47747
放虎归山		47748
飞来横祸		47749
风吹雨淋		47750
伏旱		47751
负荆请罪		47752
复壮		47753
干呕		47754
赶不及		47755
钢印		47756
高保真		47757
高甲戏		47758
耿介		47759
瘌痢		47760
共和制		47761
勾销		47762
够瞧的		47763
孤悬		47764
姑表		47765
挂花		47766
拐带		47767
闺门		47768
果核		47769
果枝		47770
嗨哟		47771
寒暑表		47772
悍妇		47773
横排		47774
訇然		47775
后坐		47776
厚墩墩		47777
弧圈球		47778
花生豆儿		47779
滑润		47780
灰浆		47781
灰色收入		47782
回撤		47783
回单		47784
回请		47785
会通		47786
火绳		47787
货箱		47788
奇数		47789
稽征		47790
技穷		47791
家庭病床		47792
家长学校		47793
奸计		47794
肩周炎		47795
减省		47796
交际舞		47797
椒盐		47798
金器		47799
进修生		47800
浸淫		47801
净胜		47802
九头鸟		47803
酒醉		47804
雎鸠		47805
卷轴		47806
戡乱		47807
侃大山		47808
考订		47809
坑口		47810
空炮		47811
口头文学		47812
拉杂		47813
癞皮狗		47814
劳动布		47815
老熟人		47816
离席		47817
礼佛		47818
了了		47819
灵台		47820
灵长目		47821
刘海儿		47822
露马脚		47823
芦柴		47824
伦常		47825
螺纹钢		47826
螺旋式		47827
马圈		47828
买空卖空		47829
满期		47830
幔帐		47831
毛玻璃		47832
没谱儿		47833
盟兄弟		47834
棉桃		47835
冥币		47836
摸高		47837
魔杖		47838
木模		47839
攮		47840
捏把汗		47841
怒形于色		47842
偶合		47843
排难解纷		47844
旁门左道		47845
胖嘟嘟		47846
庖厨		47847
跑买卖		47848
捧腹		47849
偏听偏信		47850
拼音文字		47851
扑粉		47852
扑满		47853
七拼八凑		47854
期年		47855
欺生		47856
耆宿		47857
棋路		47858
千赫		47859
迁离		47860
前俯后仰		47861
轻侮		47862
清样		47863
清逸		47864
庆大霉素		47865
求签		47866
趋时		47867
取之于民，用之于民		47868
权宜		47869
乳胶漆		47870
入伏		47871
软席		47872
软硬不吃		47873
赛球		47874
三叉戟		47875
三脚架		47876
散亡		47877
色笔		47878
疝气		47879
上吐下泻		47880
奢谈		47881
尸位素餐		47882
石锁		47883
时文		47884
实报实销		47885
实心眼儿		47886
手黑		47887
疏懒		47888
逃婚		47889
陶土		47890
特务		47891
藤子		47892
题型		47893
剃头刀		47894
天壤		47895
天塌地陷		47896
贴饼子		47897
彤红		47898
统编		47899
偷空		47900
头纱		47901
投桃报李		47902
图谋不轨		47903
推普		47904
托庇		47905
拖后腿		47906
坨子		47907
驼色		47908
挖土机		47909
万儿八千		47910
圩堤		47911
温酒		47912
文蛤		47913
稳拿		47914
握手言欢		47915
五洲四海		47916
习尚		47917
细腰蜂		47918
险固		47919
线路板		47920
线路图		47921
详略		47922
小修		47923
鞋样		47924
心怀叵测		47925
新郎官		47926
休书		47927
戌		47928
徐缓		47929
续会		47930
续聘		47931
选辑		47932
学生腔		47933
血尿		47934
寻味		47935
酽茶		47936
燕雀		47937
杨木		47938
养汉		47939
吆五喝六		47940
哟嗬		47941
遥祝		47942
药补		47943
夜曲		47944
衣冠禽兽		47945
怡人		47946
译码		47947
音程		47948
音画		47949
印泥		47950
应声虫		47951
应诊		47952
硬任务		47953
用典		47954
幼师		47955
余毒		47956
杂拌儿		47957
杂用		47958
在所不辞		47959
仗势		47960
招风		47961
招灾		47962
朝发夕至		47963
照护		47964
罩袍		47965
遮断		47966
这么点儿		47967
蒸锅		47968
证明信		47969
织品		47970
至善至美		47971
滞胀		47972
忠言逆耳		47973
众怒难犯		47974
种痘		47975
主粮		47976
赘言		47977
擢用		47978
龇牙		47979
紫貂		47980
自轻自贱		47981
字符集		47982
棕红		47983
清亮		47984
祖庙		47985
祖母绿		47986
佐餐		47987
做人情		47988
爱屋及乌		47989
八宝饭		47990
吧唧		47991
拔步		47992
白板		47993
膀臂		47994
报单		47995
北极狐		47996
被覆		47997
摈斥		47998
冰袋		47999
兵谏		48000
兵制		48001
播散		48002
薄礼		48003
卜辞		48004
不二法门		48005
苍绿		48006
草台班子		48007
产床		48008
长缨		48009
唱名		48010
车筐		48011
尘烟		48012
承传		48013
抽冷子		48014
初交		48015
初绽		48016
储油罐		48017
词根		48018
葱翠		48019
丛集		48020
蹿升		48021
寸土必争		48022
打鬼		48023
打旗		48024
大骨节病		48025
大刑		48026
带徒弟		48027
单口相声		48028
单恋		48029
刀枪不入		48030
倒买倒卖		48031
流调		48032
嫡派		48033
地下工厂		48034
吊带		48035
吊嗓子		48036
蹀躞		48037
肚带		48038
短寿		48039
断魂		48040
断垣残壁		48041
对半		48042
扼死		48043
耳轮		48044
发飘		48045
发套		48046
帆布包		48047
分而治之		48048
敷用		48049
扶犁		48050
付现		48051
伽马射线		48052
改业		48053
高崖		48054
高腰		48055
高姿态		48056
公产		48057
巩膜		48058
鼓板		48059
顾不及		48060
瓜片		48061
光腚		48062
龟头		48063
鬼打墙		48064
憨实		48065
航拍		48066
豪雨		48067
豪猪		48068
合心		48069
和尚头		48070
和易		48071
黑枣		48072
桁架		48073
横越		48074
后尾儿		48075
坏血病		48076
慌神		48077
黄道		48078
回头是岸		48079
会操		48080
婚庆		48081
火星子		48082
祸从天降		48083
祸胎		48084
祸心		48085
叽里咕噜		48086
饥饱		48087
激灵		48088
即食		48089
寄赠		48090
减压阀		48091
江湖骗子		48092
江米		48093
将功赎罪		48094
娇儿		48095
绞盘		48096
剿除		48097
教师爷		48098
接生婆		48099
界桩		48100
借鸡生蛋		48101
警铃		48102
竞答		48103
旧框框		48104
旧年		48105
居间		48106
咔嗒		48107
溘然		48108
苦雨		48109
匡扶		48110
矿物油		48111
揽活儿		48112
滥觞		48113
老相		48114
冷峭		48115
冷森森		48116
力气活儿		48117
列阵		48118
令牌		48119
令堂		48120
露天矿		48121
罗曼史		48122
罗致		48123
麦茬		48124
蟒袍		48125
没头苍蝇		48126
谜面		48127
面如死灰		48128
名实相符		48129
明言		48130
磨床		48131
磨洋工		48132
魔怪		48133
拿人		48134
纳福		48135
耐穿		48136
赧颜		48137
内耳		48138
能效		48139
牛郎星		48140
牛脾气		48141
奴颜婢膝		48142
藕色		48143
叛匪		48144
赔情		48145
平滑肌		48146
奇诡		48147
奇珍异宝		48148
骑墙		48149
气汹汹		48150
弃绝		48151
洽商		48152
千夫所指		48153
前后脚儿		48154
强酸		48155
切题		48156
情海		48157
请假条		48158
穷奢极欲		48159
琼楼玉宇		48160
屈节		48161
全食		48162
人多嘴杂		48163
任从		48164
日班		48165
日暮途穷		48166
儒商		48167
入场式		48168
溽暑		48169
软钉子		48170
软骨头		48171
闰月		48172
腮腺炎		48173
三合土		48174
纱帐		48175
上蹿下跳		48176
上相		48177
少掌柜		48178
神农氏		48179
神神道道		48180
失着		48181
湿乎乎		48182
石头子儿		48183
时起时伏		48184
事略		48185
收转		48186
手疾眼快		48187
手头紧		48188
受气包		48189
输精管		48190
树挂		48191
庶出		48192
耍滑头		48193
双季稻		48194
双生子		48195
水痘		48196
水粉画		48197
水银柱		48198
睡相		48199
顺产		48200
酸牛奶		48201
暗疮		48202
檀香木		48203
韬晦		48204
逃票		48205
讨巧		48206
藤牌		48207
提盒		48208
题意		48209
添补		48210
田垄		48211
填鸭		48212
贴画		48213
铁杉		48214
铁砧		48215
停摆		48216
头钱		48217
土鳖		48218
托人情		48219
拖斗		48220
歪点子		48221
碗橱		48222
网络营销		48223
忘年之交		48224
苇荡		48225
未时		48226
畏寒		48227
畏途		48228
翁姑		48229
乌梅		48230
五斗橱		48231
西法		48232
悉听尊便		48233
戏路		48234
细布		48235
细点		48236
仙方		48237
先礼后兵		48238
纤瘦		48239
相斥		48240
小熊猫		48241
小宗		48242
楔形文字		48243
信息战		48244
星火燎原		48245
行将就木		48246
凶兆		48247
雄劲		48248
修书		48249
学有专长		48250
血色素		48251
熏肉		48252
雅静		48253
延请		48254
阎王债		48255
厌恨		48256
扬水站		48257
阳历年		48258
阳寿		48259
一面之交		48260
一丘之貉		48261
一争高低		48262
以身许国		48263
狺狺		48264
引航		48265
印把子		48266
荫庇		48267
应招		48268
油膏		48269
游程		48270
游春		48271
鱼片儿		48272
育雏		48273
韵白		48274
崽儿		48275
仗势欺人		48276
照登		48277
照妖镜		48278
真名实姓		48279
争艳		48280
正堂		48281
织染		48282
值日生		48283
止痛片		48284
治国安邦		48285
挂挡		48286
中耳炎		48287
中技		48288
猪肚儿		48289
竹帘子		48290
转引		48291
拙著		48292
自恋		48293
自我吹嘘		48294
做生日		48295
巴山蜀水		48296
罢演		48297
白梨		48298
白熊		48299
版权页		48300
半官方		48301
包金		48302
宝殿		48303
报话机		48304
崩盘		48305
鼻翅		48306
笔势		48307
边检		48308
编结		48309
辩诬		48310
别无二致		48311
菠萝蜜		48312
薄利		48313
补台		48314
残旧		48315
惨变		48316
苍莽		48317
藏头露尾		48318
草寇		48319
草窝		48320
杈子		48321
长话短说		48322
长舌妇		48323
长吟		48324
场屋		48325
超豪华		48326
吵人		48327
成服		48328
乘龙快婿		48329
程序控制		48330
澄碧		48331
重出		48332
抽吸		48333
穿小鞋		48334
传种		48335
船桅		48336
垂爱		48337
垂暮之年		48338
垂涎欲滴		48339
蹙额		48340
村夫		48341
痤疮		48342
错讹		48343
大而化之		48344
大呼隆		48345
大碗儿茶		48346
大我		48347
倒垂		48348
得便		48349
登陆艇		48350
低利		48351
低眉顺眼		48352
递条子		48353
电子音乐		48354
垫背		48355
动粗		48356
端砚		48357
躲债		48358
额手称庆		48359
饿殍		48360
腭		48361
耳孔		48362
二副		48363
法衣		48364
翻拍		48365
凡尘		48366
分群		48367
粉扑儿		48368
风油精		48369
服丧		48370
俯察		48371
赶海		48372
钢化玻璃		48373
缸盖		48374
隔墙有耳		48375
各持己见		48376
跟从		48377
攻擂		48378
供应点		48379
宫刑		48380
狗头军师		48381
狗咬狗		48382
诟骂		48383
古谚		48384
骨刺		48385
瓜瓤		48386
挂一漏万		48387
怪论		48388
官差		48389
官倒		48390
光标		48391
果仁		48392
好人家		48393
好说话		48394
号头		48395
浩叹		48396
和婉		48397
黑热病		48398
黑竹		48399
横队		48400
红运		48401
花柳病		48402
坏种		48403
欢闹		48404
灰不溜秋		48405
鸡零狗碎		48406
鸡犬不留		48407
缉凶		48408
吉星		48409
冀望		48410
加时赛		48411
假模假式		48412
奸恶		48413
减亏增盈		48414
简谱		48415
见景生情		48416
剑锋		48417
江豚		48418
节礼		48419
劫后余生		48420
解疑		48421
仅够		48422
禁忌症		48423
禁售		48424
净重		48425
静园		48426
酒劲		48427
狙击手		48428
卷扬机		48429
掘墓人		48430
军姿		48431
卡介苗		48432
卡其		48433
